name,url,phone,category,latitude,longitude,Address,City,Pincode
Popeyes,https://m.yelp.com/biz/popeyes-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-242-8788,Fast Food; hotdogs; Chicken Wings; chicken_wings; ,33.94712,-84.241584,7050 Jimmy Carter Blvd, Norcross, GA 30092
McDonald's,https://m.yelp.com/biz/mcdonalds-norcross-7?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-263-0506,Fast Food; hotdogs; Burgers; burgers; ,33.9456062316895,-84.2415313720703,7070 Jimmy Carter Blvd, Norcross, GA 30092
The Market,https://m.yelp.com/biz/the-market-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-527-6278,Southern; southern; Comfort Food; comfortfood; Gluten-Free; gluten_free; ,33.9411734961952,-84.2125377030411,62 College St, Norcross, GA 30071
Chase's Grille And Wingery,https://m.yelp.com/biz/chases-grille-and-wingery-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-449-0229,Chicken Wings; chicken_wings; Sandwiches; sandwiches; American (Traditional); tradamerican; ,33.9434661865234,-84.2110214233398,125 Lawrenceville St, Norcross, GA 30071
The Crossing Steak House,https://m.yelp.com/biz/the-crossing-steak-house-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-280-9081,Seafood; seafood; Steakhouses; steak; Bars; bars; ,33.9421620832636,-84.2133820525735,40 S Peachtree St, Norcross, GA 30071
Mojito's Cuban-American Bistro,https://m.yelp.com/biz/mojitos-cuban-american-bistro-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-441-2599,Cuban; cuban; American (New); newamerican; ,33.9417839050293,-84.2129669189453,35 S Peachtree St NW, Norcross, GA 30071
Zapata,https://m.yelp.com/biz/zapata-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-248-0052,Mexican; mexican; Bars; bars; ,33.9425354003906,-84.2129058837891,15 Jones St, Norcross, GA 30071
Dominick's,https://m.yelp.com/biz/dominicks-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-449-1611,Italian; italian; ,33.9411844,-84.2135227,95 S Peachtree St, Norcross, GA 30071
Paizanos,https://m.yelp.com/biz/paizanos-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-300-0250,Italian; italian; ,33.94262,-84.21298,7 Jones St, Norcross, GA 30071
45 South Cafe,https://m.yelp.com/biz/45-south-cafe-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-409-4009,Wine Bars; wine_bars; Cafes; cafes; Coffee & Tea; coffee; ,33.9416351318359,-84.2130432128906,45 S Peachtree St, Norcross, GA 30071
Iron Horse Tavern,https://m.yelp.com/biz/iron-horse-tavern-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-291-9220,American (Traditional); tradamerican; British; british; Pubs; pubs; ,33.942443,-84.212715,29 Jones St SW, Norcross, GA 30071
Mi Pilon,https://m.yelp.com/biz/mi-pilon-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-797-2924,Caribbean; caribbean; Caterers; catering; ,33.9410247802734,-84.2094268798828,5705 Buford Hwy, Norcross, GA 30071
Basil's Kitchen,https://m.yelp.com/biz/basils-kitchen-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-447-4747,American (New); newamerican; ,33.95257,-84.22956,Hilton Atlanta Northeast, Norcross, GA 30071
McDonald's,https://m.yelp.com/biz/mcdonalds-norcross-4?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-441-7634,Fast Food; hotdogs; Burgers; burgers; ,33.9439887553453,-84.2049586772919,5535 Buford Hwy, Norcross, GA 30071
Las Tortas Locas,https://m.yelp.com/biz/las-tortas-locas-norcross-4?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-674-2293,Mexican; mexican; ,33.9439582824707,-84.2033004760742,2665 Beaver Ruin Rd, Norcross, GA 30071
Waffle House,https://m.yelp.com/biz/waffle-house-norcross-4?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-966-0780,Salad; salad; Sandwiches; sandwiches; ,33.9437551,-84.2054006,5555 Buford Hwy, Norcross, GA 30071
Waffle House,https://m.yelp.com/biz/waffle-house-norcross-30?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-966-0780,Diners; diners; Breakfast & Brunch; breakfast_brunch; American (New); newamerican; ,33.9437666,-84.2058981,5565 Buford Hwy, Norcross, GA 30071
House of Lu,https://m.yelp.com/biz/house-of-lu-dallas?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-445-7999,Chinese; chinese; ,33.9353408813477,-84.7259902954102,4075 Marietta Hwy, Dallas, GA 30157
Pizza Hut,https://m.yelp.com/biz/pizza-hut-dallas-16?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-443-8800,Pizza; pizza; Italian; italian; Chicken Wings; chicken_wings; ,33.9353408813477,-84.7259902954102,4075 Marietta Hwy, Dallas, GA 30157
Waffle House,https://m.yelp.com/biz/waffle-house-dallas-8?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-252-3868,Breakfast & Brunch; breakfast_brunch; ,33.9334983825684,-84.7245635986328,4082 Charles Hardy Pkwy, Dallas, GA 30157
Zarape,https://m.yelp.com/biz/zarape-marietta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-508-0980,Mexican; mexican; ,33.9331321716309,-84.5598678588867,803 Powder Spring St, Marietta, GA 30064
Marietta Jerk Restaurant,https://m.yelp.com/biz/marietta-jerk-restaurant-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,no phone,Caribbean; caribbean; ,33.9331245422363,-84.5598678588867,803 Powder Springs St, Marietta, GA 30064
Taste of Chicago,https://m.yelp.com/biz/taste-of-chicago-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-590-7174,Hot Dogs; hotdog; ,33.9368858,-84.555275,678 Powder Springs St SW, Marietta, GA 30064
El Pollo Dorado,https://m.yelp.com/biz/el-pollo-dorado-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-419-9496,Mexican; mexican; Fast Food; hotdogs; ,33.9352340698242,-84.5554656982422,715 Sandtown Rd SW, Marietta, GA 30008
Natty's Jamaican & Soul Food Restaurant,https://m.yelp.com/biz/nattys-jamaican-and-soul-food-restaurant-marietta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-354-3838,Soul Food; soulfood; Caribbean; caribbean; ,33.936124,-84.555944,680 Powder Springs St SW, Marietta, GA 30064
Wing and Fish Georgia,https://m.yelp.com/biz/wing-and-fish-georgia-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-427-3339,American (New); newamerican; ,33.9366455078125,-84.5559158325195,690 Powder Springs St, Marietta, GA 30064
Mi Rancho #1,https://m.yelp.com/biz/mi-rancho-1-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-794-0330,Salvadoran; salvadoran; Mexican; mexican; ,33.9338258653879,-84.5556870102882,760 Sandtown Rd SW, Marietta, GA 30008
Marietta Wings & More,https://m.yelp.com/biz/marietta-wings-and-more-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-955-3130,Chicken Wings; chicken_wings; ,33.9353692387271,-84.52891,1869 Cobb Pkwy S, Marietta, GA 30060
McDonald's,https://m.yelp.com/biz/mcdonalds-marietta-14?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-424-4379,Fast Food; hotdogs; Burgers; burgers; ,33.9365501,-84.5120621,645 Cobb Pkwy S, Marietta, GA 30060
Taqueria La Adelita Mexican Grill INC,https://m.yelp.com/biz/taqueria-la-adelita-mexican-grill-inc-marietta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-794-1320,Mexican; mexican; ,33.9342842102051,-84.502571105957,739 Franklin Rd, Marietta, GA 30067
Church's Chicken,https://m.yelp.com/biz/churchs-chicken-atlanta-5?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-350-3800,Chicken Wings; chicken_wings; ,33.9343048478796,-84.3929033862305,980 Hammond Dr NE, Atlanta, GA 30328
Taco Mac,https://m.yelp.com/biz/taco-mac-alpharetta-5?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-642-3442,Tex-Mex; tex-mex; ,33.93402,-84.39462,6220 Shiloh Rd, Alpharetta, GA 30328
La Petite Maison,https://m.yelp.com/biz/la-petite-maison-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-303-6600,French; french; Desserts; desserts; ,33.93247,-84.38049,6510 Roswell Rd NE, Atlanta, GA 30328
Bawarchi Biryani Point,https://m.yelp.com/biz/bawarchi-biryani-point-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-255-5052,Indian; indpak; Seafood; seafood; Fast Food; hotdogs; ,33.9358123,-84.3768535,6627 Roswell Rd NE, Atlanta, GA 30328
Ippolito's Italian Restaurant,https://m.yelp.com/biz/ippolitos-italian-restaurant-sandy-springs?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-256-3546,Italian; italian; Seafood; seafood; Pizza; pizza; ,33.9355540724142,-84.3770507453689,6623 Roswell Rd, Sandy Springs, GA 30328
Hardee's,https://m.yelp.com/biz/hardees-atlanta-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-303-7817,Fast Food; hotdogs; ,33.9364811,-84.3785102,6671 Roswell Rd NE, Atlanta, GA 30328
Invitation Homes,https://m.yelp.com/biz/invitation-homes-sandy-springs?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-855-684-7368,Property Management; propertymgmt; ,33.935695,-84.362024,8601 Dunwoody Pl, Sandy Springs, GA 30350
CT Cocina & Taqueria,https://m.yelp.com/biz/ct-cocina-and-taqueria-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-404-334-0574,Mexican; mexican; ,33.9333306784132,-84.353938959539,6631 Roswell Rd, Atlanta, GA 30328
Eat Fresh Food Court,https://m.yelp.com/biz/eat-fresh-food-court-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,no phone,Food Court; food_court; ,33.9346656799316,-84.3546981811523,1000 Abernathy Rd, Atlanta, GA 30328
Creations,https://m.yelp.com/biz/creations-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-689-4851,Diners; diners; ,33.9367165,-84.3536918,6600 Peachtree Dunwoody Rd, Atlanta, GA 30328
American Cafe,https://m.yelp.com/biz/american-cafe-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-668-2202,Restaurants; restaurants; ,33.9346656799316,-84.3547058105469,1000 Abernathy Road NE, Atlanta, GA 30328
Royal Oak Pub,https://m.yelp.com/biz/royal-oak-pub-sandy-springs?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-390-0859,Pubs; pubs; Fish & Chips; fishnchips; British; british; ,33.9321147691052,-84.3486546725035,1155 Mt. Vernon Hwy, Sandy Springs, GA 30338
Tropical Smoothie Cafe,https://m.yelp.com/biz/tropical-smoothie-cafe-atlanta-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-522-8866,Juice Bars & Smoothies; juicebars; Cafes; cafes; ,33.9320913679094,-84.3485858603825,1155 Mt Vernon Hwy, Atlanta, GA 30338
Galla's Pizza  Wings & Subs,https://m.yelp.com/biz/gallas-pizza-wings-and-subs-sandy-springs?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-913-9399,Pizza; pizza; ,33.9343037427351,-84.3482812255793,1155 Mount Vernon Hwy, Sandy Springs, GA 30338
Chick-fil-A,https://m.yelp.com/biz/chick-fil-a-dunwoody-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-522-8755,Fast Food; hotdogs; ,33.93407646,-84.35005619,1145 Mount Vernon Hwy, Dunwoody, GA 30338
Happy Sumo 2,https://m.yelp.com/biz/happy-sumo-2-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-399-9978,Sushi Bars; sushi; Japanese; japanese; ,33.9345293259576,-84.3498796259339,1155A Mt Vernon Hwy, Atlanta, GA 30338
Wendy's,https://m.yelp.com/biz/wendys-sandy-springs?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-391-1552,Fast Food; hotdogs; Burgers; burgers; ,33.9306690709261,-84.3480838479389,1170 Perimeter Center W Rd, Sandy Springs, GA 30328
Atlanta Bread,https://m.yelp.com/biz/atlanta-bread-dunwoody?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-392-1944,Sandwiches; sandwiches; Bakeries; bakeries; Coffee & Tea; coffee; ,33.9321097442415,-84.3480615616638,1155 Mount Vernon Hwy NE, Dunwoody, GA 30338
Pro-White,https://m.yelp.com/biz/pro-white-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-990-8386,Restaurants; restaurants; ,33.9319343566895,-84.3460083007812,1050 Crown Pointe Pkwy Ste 1450, Atlanta, GA 30338
J. Alexander's Restaurant,https://m.yelp.com/biz/j-alexanders-restaurant-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-512-0153,American (New); newamerican; ,33.93208542045,-84.336920409768,4701 Ashford Dunwoody Rd, Atlanta, GA 30338
Pita by the Beirut,https://m.yelp.com/biz/pita-by-the-beirut-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-392-7070,Mediterranean; mediterranean; Greek; greek; Lebanese; lebanese; ,33.9319782,-84.3372691,4709 Ashford Dunwoody Rd, Atlanta, GA 30338
Memphis Barbecue Co,https://m.yelp.com/biz/memphis-barbecue-co-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-394-7427,Barbeque; bbq; ,33.9341741,-84.3380177,4764 Ashford-Dunwoody Rd, Atlanta, GA 30338
The Bird Rotisserie & Sports,https://m.yelp.com/biz/the-bird-rotisserie-and-sports-dunwoody-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-804-8288,Chicken Wings; chicken_wings; Sports Bars; sportsbars; American (Traditional); tradamerican; ,33.932362049818,-84.3374222517014,4719 Ashford Dunwoody Rd NE, Dunwoody, GA 30338
Another Broken Egg Cafe,https://m.yelp.com/biz/another-broken-egg-cafe-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-408-0110,Breakfast & Brunch; breakfast_brunch; Cafes; cafes; American (Traditional); tradamerican; ,33.9331043927505,-84.3363360301664,4745 Ashford Dunwoody Rd, Atlanta, GA 30338
P F Chang's China Bistro,https://m.yelp.com/biz/p-f-changs-china-bistro-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-352-0500,Chinese; chinese; Asian Fusion; asianfusion; Gluten-Free; gluten_free; ,33.9328333010005,-84.3393252789974,Perimeter Area, Atlanta, GA 30338
Taki Japanese Sushi & Hibachi,https://m.yelp.com/biz/taki-japanese-sushi-and-hibachi-dunwoody?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-522-8888,Japanese; japanese; Steakhouses; steak; Sushi Bars; sushi; ,33.9320589601994,-84.3373900651932,4711 Ashford Dunwoody Rd, Dunwoody, GA 30338
Wild Wing Cafe,https://m.yelp.com/biz/wild-wing-cafe-dunwoody?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-470-210-6886,American (Traditional); tradamerican; ,33.9358145,-84.3380942,4788 Ashford Dunwoody Rd, Dunwoody, GA 30338
Brio Tuscan Grille,https://m.yelp.com/biz/brio-tuscan-grille-dunwoody?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-587-0017,Italian; italian; Cocktail Bars; cocktailbars; ,33.93239,-84.33866,700 Ashwood Pkwy, Dunwoody, GA 30338
McCormick & Schmick's Seafood & Steaks,https://m.yelp.com/biz/mccormick-and-schmicks-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-399-9900,Seafood; seafood; ,33.932522855908,-84.3389739096165,600 Ashwood Pkwy, Atlanta, GA 30338
Jason's Deli,https://m.yelp.com/biz/jasons-deli-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-671-1555,Delis; delis; Sandwiches; sandwiches; Salad; salad; ,33.9318326,-84.3372539,4705 Ashford Dunwoody Rd, Atlanta, GA 30338
Chili's,https://m.yelp.com/biz/chilis-dunwoody-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-394-6175,American (Traditional); tradamerican; Bars; bars; Tex-Mex; tex-mex; ,33.9357125,-84.3380882,4784 Ashford Dunwoody Rd, Dunwoody, GA 30338
Uncle Maddio's Pizza Joint,https://m.yelp.com/biz/uncle-maddios-pizza-joint-atlanta-5?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-730-9559,Pizza; pizza; Italian; italian; Salad; salad; ,33.933275,-84.335992,4745 Ashford Dunwoody Rd, Atlanta, GA 30338
Olive Garden Italian Restaurant,https://m.yelp.com/biz/olive-garden-italian-restaurant-dunwoody-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-441-0270,Italian; italian; Salad; salad; Wine Bars; wine_bars; ,33.9320715069925,-84.335255795961,4749 Ashford Dunwoody Road, Dunwoody, GA 30338
Applebee's,https://m.yelp.com/biz/applebees-atlanta-6?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-512-0235,American (Traditional); tradamerican; Sports Bars; sportsbars; Burgers; burgers; ,33.930526,-84.339533,130 Perimeter Center Pl NE, Atlanta, GA 30346
Sushi Yoko,https://m.yelp.com/biz/sushi-yoko-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-903-9348,Sushi Bars; sushi; Japanese; japanese; ,33.93081,-84.2634099,7124 Peachtree Indstrial Blvd, Norcross, GA 30071
China Panda,https://m.yelp.com/biz/china-panda-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-840-7168,Chinese; chinese; ,33.931953,-84.264495,7131 Peachtree Industrial Blvd, Norcross, GA 30092
La Casa De Las Tortas,https://m.yelp.com/biz/la-casa-de-las-tortas-atlanta?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,no phone,Mexican; mexican; ,33.9311967752852,-84.2661918327212,6900 Peachtree Industrial Blvd, Atlanta, GA 30360
Marco's Pizza,https://m.yelp.com/biz/marcos-pizza-norcross-3?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-648-7879,Pizza; pizza; ,33.9318173049324,-84.2647831442986,7131 Peachtree Industrial Blvd, Norcross, GA 30092
China Fun,https://m.yelp.com/biz/china-fun-atlanta-2?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-248-0168,Chinese; chinese; Asian Fusion; asianfusion; ,33.93131,-84.265703,6900 Peachtree Industrial Blvd, Atlanta, GA 30360
Burger King,https://m.yelp.com/biz/burger-king-norcross-4?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-263-8133,Hot Dogs; hotdog; Burgers; burgers; ,33.93053,-84.264,7140 Peachtree Industrial Blvd, Norcross, GA 30071
Tortilleria Avorrate Imperial,https://m.yelp.com/biz/tortilleria-avorrate-imperial-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-449-0727,Mexican; mexican; ,33.9306205,-84.2287307,6320 Buford Hwy, Norcross, GA 30071
Sabores Del Plata,https://m.yelp.com/biz/sabores-del-plata-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-743-4671,Latin American; latin; ,33.9312187516151,-84.22443151474,6200 Buford Hwy, Norcross, GA 30071
Martin's Fresh Tastes Best,https://m.yelp.com/biz/martins-fresh-tastes-best-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-770-448-4148,Fast Food; hotdogs; ,33.9313583374023,-84.2224197387695,6350 Jimmy Carter Blvd, Norcross, GA 30071
La Salvadorenita Pupuseria Y Taqueria,https://m.yelp.com/biz/la-salvadorenita-pupuseria-y-taqueria-norcross?adjust_creative=xLeatpCzSpwLHXalsdraIg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=xLeatpCzSpwLHXalsdraIg,+1-678-291-9879,Latin American; latin; ,33.9315490722656,-84.2214660644531,6359 Jimmy Carter Blvd, Norcross, GA 30071
